,Date,Type,Confirmation Code,Start Date,Nights,Listing,Details,Reference,Currency,Amount,Paid Out,Host Fee,Cleaning Fee,Linens fee,Community fee,guest_name_sha256
544,01/09/2019,Reservation,HM22M5MDJZ,01/08/2019,1.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,120.28,,3.72,16.0,12.0,32.0,9422210c9bc8e2092e1a4d323129902adb4a1ab08e72f606922f14f7039287d3
545,01/09/2019,Reservation,HMAJWQHFJQ,01/08/2019,8.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,445.27,,13.77,16.0,12.0,32.0,1b91ff43e2088376de2de1714140e4a5b5d28991bd4e378b862a4b006922037f
546,01/09/2019,Reservation,HMEAJCH4AT,01/08/2019,4.0,Red Victorian - Bunk #2 in shared Hole in the Wall,,,USD,124.94,,3.86,0.0,,,90f37c79545d4deaddc9bbd4680b93b42148191bb5bb3684ec54623019e49080
547,01/09/2019,Reservation,HMNHFWF2AF,01/08/2019,2.0,"Red Victorian - Twin Bunk 2, shared room Hula Hoop",,,USD,155.2,,4.8,15.0,15.0,20.0,28b2bebcc57764ee814c967ea63e88c1390712c87fec135a34fdbb50251a7887
548,01/08/2019,Payout,,,,,Transfer to *****4871,,USD,,214.37,,,,,
549,01/08/2019,Reservation,HMAX3XAP59,01/07/2019,1.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,43.65,,1.35,4.0,3.0,8.0,1d66b9b52abf775c19ffcda711181118e7ca34f2a90142192ed24c57f709fc9a
550,01/08/2019,Reservation,HMCX5FDZ2D,01/07/2019,2.0,"Red Victorian - Private room w bath, Sunshine",,,USD,68.87,,2.13,4.0,3.0,8.0,3b62439c0cf5a7adb859cb0d40822038a4fa6384c0c752f9466fa8b8d3e48dcc
551,01/08/2019,Reservation,HMSCQHSWWB,01/07/2019,4.0,"Red Victorian - Private room, Peace Room",,,USD,101.85,,3.15,6.0,4.0,3.0,157a71c9fda3db6c27f45329ee7d4e2920a066de76dd9fd489f73b2b4fd3ec7f
552,01/08/2019,Payout,,,,,Transfer to *****6485,,USD,,3001.06,,,,,
553,01/08/2019,Reservation,HMAX3XAP59,01/07/2019,1.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,174.6,,5.4,16.0,12.0,32.0,1d66b9b52abf775c19ffcda711181118e7ca34f2a90142192ed24c57f709fc9a
554,01/08/2019,Reservation,HMFF4ETKA4,01/07/2019,7.0,Red Victorian - Air Bunk in shared Peacock Room,,,USD,261.22,,8.08,15.0,15.0,20.0,7c3aec33710b8e24e1dad9141620a4a88b6d587818feddf3c35bf68266247e8a
555,01/08/2019,Reservation,HMCX5FDZ2D,01/07/2019,2.0,"Red Victorian - Private room w bath, Sunshine",,,USD,275.48,,8.52,16.0,12.0,32.0,3b62439c0cf5a7adb859cb0d40822038a4fa6384c0c752f9466fa8b8d3e48dcc
556,01/08/2019,Reservation,HM9MWHKCA4,01/07/2019,4.0,"Red Victorian - Private room 1/2 bath, Night Duty",,,USD,436.21,,13.49,15.0,10.0,20.0,e23d02d33001602f0e16ee8bd77c359b04bb8ab216d82b02d338d7b49f1aeac9
557,01/08/2019,Reservation,HMM2XMTQ52,01/07/2019,1.0,"Red Victorian - Private room, Hole in the Wall",,,USD,115.43,,3.57,15.0,15.0,20.0,01e82d83ed796f29366310a000320fa9acc15b62f81590a41faa0890ee25163e
558,01/08/2019,Reservation,HMSCQHSWWB,01/07/2019,4.0,"Red Victorian - Private room, Peace Room",,,USD,407.4,,12.6,24.0,16.0,12.0,157a71c9fda3db6c27f45329ee7d4e2920a066de76dd9fd489f73b2b4fd3ec7f
559,01/08/2019,Reservation,HMBRFTNZ2T,01/07/2019,19.0,Red Victorian - Private room -  Rainbow Room,,,USD,1330.72,,41.16,20.0,15.0,40.0,5c36885702922839de818163b59f34b59c825cb5b222f9904e688525f38c3307
560,01/07/2019,Payout,,,,,Transfer to *****4871,,USD,,272.98,,,,,
561,01/07/2019,Reservation,HMBYQ93X3F,01/06/2019,4.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,111.55,,3.45,4.0,3.0,8.0,7ae120f80a85d5cebc8885528a109cc77370b48b4682ce721b51f91312547158
562,01/07/2019,Reservation,HM98NZKBMW,01/06/2019,4.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,106.89,,3.31,4.0,3.0,8.0,e4718c9da350a32dcf62f33931648d7019f990272fbb34e6173d62daa0162968
563,01/07/2019,Reservation,HMMDRXM34X,01/06/2019,3.0,"Red Victorian - Private room, Earth Charter",,,USD,29.13,,0.9,2.1,1.05,2.1,d8934ee870814187aa131285dc380b6a1907924b01bde24ba2163e4052fe21d0
564,01/07/2019,Reservation,HMRJ2DZKTA,01/06/2019,1.0,"Red Victorian - Private room w bath, Sunshine",,,USD,25.41,,0.79,4.0,3.0,8.0,6b3cac8f93160c0839bda1f36a6e9757ed0a8d44b20ba8046049d493f073346d
565,01/07/2019,Payout,,,,,Transfer to *****6485,,USD,,2919.69,,,,,
566,01/07/2019,Reservation,HM38HZJW3S,01/06/2019,4.0,"Red Victorian - Private room w/4 beds, Poster Room",,,USD,982.61,,30.39,20.0,15.0,110.0,2ac50563621f0bcd5b1b39e77b7ea15216a5ab74df1ce2c334bf14e810629475
567,01/07/2019,Reservation,HMBYQ93X3F,01/06/2019,4.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,446.2,,13.8,16.0,12.0,32.0,7ae120f80a85d5cebc8885528a109cc77370b48b4682ce721b51f91312547158
568,01/07/2019,Reservation,HM98NZKBMW,01/06/2019,4.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,427.58,,13.22,16.0,12.0,32.0,e4718c9da350a32dcf62f33931648d7019f990272fbb34e6173d62daa0162968
569,01/07/2019,Reservation,HMBH9RRTAR,01/06/2019,5.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,574.64,,17.77,27.9,13.95,27.9,a661d9006c8f9c49f92a957e4e017bad35aa28b0d3d971d1da4a02c2378280fc
570,01/07/2019,Reservation,HMMDRXM34X,01/06/2019,3.0,"Red Victorian - Private room, Earth Charter",,,USD,387.0,,11.97,27.9,13.95,27.9,d8934ee870814187aa131285dc380b6a1907924b01bde24ba2163e4052fe21d0
571,01/07/2019,Reservation,HMRJ2DZKTA,01/06/2019,1.0,"Red Victorian - Private room w bath, Sunshine",,,USD,101.66,,3.14,16.0,12.0,32.0,6b3cac8f93160c0839bda1f36a6e9757ed0a8d44b20ba8046049d493f073346d
572,01/07/2019,Payout,,,,,Transfer to *****6485,,USD,,86.61,,,,,
573,01/06/2019,Reservation,HMH3TMH2W3,01/05/2019,3.0,"Red Victorian - Private room, Skylight",,,USD,86.61,,2.68,12.67,,16.89,9a25a4eb8cb91945ea033237d52b1e232af7a5a695453e1958ff6132e1fcc7cb
574,01/06/2019,Payout,,,,,Transfer to *****4871,,USD,,267.72,,,,,
575,01/06/2019,Reservation,HMRDPT84EE,01/05/2019,4.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,110.77,,3.43,4.0,3.0,8.0,6c0c96e044a3b7912ac3c090675c02500ca5f6e9f7fc6384ef8bbed46ee8b1df
576,01/06/2019,Reservation,HMMKZWTERC,01/05/2019,2.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,33.37,,1.03,4.0,3.0,8.0,8d3e61a00abf93c3ed62b2e14e31fa3edc80c4621b26a1d0f6ad1f47d4ced735
577,01/05/2019,Reservation,HMRAMXN9FS,01/04/2019,3.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,66.93,,2.07,4.0,3.0,8.0,0d88906a2c80437ae4ac81c8d8ad66b308e58a12f26b4c16d205d0dc25bd0677
578,01/04/2019,Reservation,HM5RHNCE3P,01/03/2019,3.0,"Red Victorian - Private room w bath, Sunshine",,,USD,56.65,,1.75,4.0,3.0,8.0,9d074ed8ad0c21a50da6ec4b0dce2df0c2fca945207288fdfc88d4d6693d1061
579,01/06/2019,Payout,,,,,Transfer to *****6485,,USD,,1473.32,,,,,
580,01/06/2019,Reservation,HMRDPT84EE,01/05/2019,4.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,443.1,,13.7,16.0,12.0,32.0,6c0c96e044a3b7912ac3c090675c02500ca5f6e9f7fc6384ef8bbed46ee8b1df
581,01/06/2019,Reservation,HMN8R2TEX2,01/05/2019,2.0,"Red Victorian - Private room 1/2 bath, Night Duty",,,USD,203.7,,6.3,15.0,10.0,20.0,8c331add4dccc214ff6e259ab00df38e584857ba6584bb8630305d5370ccf6af
582,01/06/2019,Reservation,HMMKZWTERC,01/05/2019,2.0,"Red Victorian - Private room w/sink, Tea Garden",,,USD,133.47,,4.13,16.0,12.0,32.0,8d3e61a00abf93c3ed62b2e14e31fa3edc80c4621b26a1d0f6ad1f47d4ced735
583,01/06/2019,Reservation,HMH3TMH2W3,01/05/2019,3.0,"Red Victorian - Private room, Skylight",,,USD,146.14,,4.52,21.38,,28.5,9a25a4eb8cb91945ea033237d52b1e232af7a5a695453e1958ff6132e1fcc7cb
584,01/06/2019,Reservation,HM4QJ3N9NJ,01/05/2019,8.0,Red Victorian - Fire Bunk in shared Peacock Room,,,USD,329.63,,10.19,15.0,15.0,20.0,aaf464487ef3f2ad77bda80a7da0b73681b57f6898acb4882e42079a929b1bc4
585,01/06/2019,Reservation,HMF3FKSTSE,01/05/2019,2.0,Red Victorian - Private room -  Rainbow Room,,,USD,217.28,,6.72,20.0,15.0,40.0,24a076209f61f5c708a38a020e757d4c87f49a7e65095926edcf8f094daa4b86
586,01/05/2019,Payout,,,,,Transfer to *****6485,,USD,,550.96,,,,,
587,01/05/2019,Reservation,HMCFT39Y8Y,01/04/2019,2.0,Red Victorian - Bunk #3 in shared Poster Room,,,USD,106.7,,3.3,15.0,15.0,20.0,092a3fef37e28febd61a005bb64f8a8576c9d673286d9269126cfbf1e38bf914
588,01/05/2019,Reservation,HMRAMXN9FS,01/04/2019,3.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,267.72,,8.28,16.0,12.0,32.0,0d88906a2c80437ae4ac81c8d8ad66b308e58a12f26b4c16d205d0dc25bd0677
589,01/05/2019,Reservation,HMBXXRAKZ2,01/04/2019,3.0,Red Victorian - Twin Bunks in shared Friends Room,,,USD,176.54,,5.46,15.0,15.0,20.0,6d5ac02a5c19daef4d609fa04c54703cd280e0114b741bd996c51a62dfab496d
590,01/04/2019,Payout,,,,,Transfer to *****6485,,USD,,831.0,,,,,
591,01/04/2019,Reservation,HMJANEFF5C,01/03/2019,4.0,"Red Victorian - Private room, Hole in the Wall",,,USD,304.29,,9.41,15.0,15.0,20.0,8a16fb261c52027856e772aa38ad72f9786994ec0f7af449f50666893185a7f5
592,01/04/2019,Reservation,HM5RHNCE3P,01/03/2019,3.0,"Red Victorian - Private room w bath, Sunshine",,,USD,226.59,,7.01,16.0,12.0,32.0,9d074ed8ad0c21a50da6ec4b0dce2df0c2fca945207288fdfc88d4d6693d1061
593,01/04/2019,Reservation,HM4RJYE9TB,01/03/2019,2.0,"Red Victorian - Private room 1/2 bath, Night Duty",,,USD,135.22,,4.18,15.0,10.0,20.0,2457d17173ea0666e992c5a36d9dc752873e3cf1f9cf0a2d683737d7c345c800
594,01/04/2019,Reservation,HMFEWHKM22,01/03/2019,4.0,"Red Victorian - Twin Bunk 2, shared room Hula Hoop",,,USD,164.9,,5.1,15.0,15.0,20.0,2b593f9747b3a57d0c40ddcf33e59f02997248db9f4aebf79508770800c7b84c
595,01/03/2019,Payout,,,,,Transfer to *****4871,,USD,,357.3,,,,,
596,01/03/2019,Reservation,HMTYWR8XH2,01/02/2019,3.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,55.48,,1.72,4.0,3.0,8.0,402fa51234317ea519ad4845d4550e30aab2b6c35607d034cad4b1e3bdde0a7e
597,01/03/2019,Reservation,HMZAKMAE5J,01/02/2019,3.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,61.69,,1.91,4.0,3.0,8.0,ca04993d4611eb2fdb612922cbb55e48f94375233254bad8006428a0bd6a5d22
598,01/03/2019,Reservation,HM3ZNJSP4D,01/02/2019,4.0,"Red Victorian - Private room, Earth Charter",,,USD,20.71,,0.64,2.1,1.05,2.1,d210cbfb1f625f817f1e50f0291f43d09444bc28eb8aa33b4f487e8cfa6abc51
599,01/03/2019,Reservation,HMFQQZKSFM,01/02/2019,10.0,"Red Victorian - Private room, Playground",,,USD,158.7,,4.91,4.0,3.0,8.0,0b7a19be7c0645de007dc4f0a368dbec7567b1e7a921abe915f57594885240bc
600,01/02/2019,Reservation,HMNRKWZPF4,01/01/2019,3.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,60.72,,1.88,4.0,3.0,8.0,0f6293010e529b6290cdd5bcd7fc717794e387027326ce618c82aeb21d8e94cc
601,01/03/2019,Payout,,,,,Transfer to *****6485,,USD,,2120.89,,,,,
602,01/03/2019,Reservation,HMTYWR8XH2,01/02/2019,3.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,221.94,,6.86,16.0,12.0,32.0,402fa51234317ea519ad4845d4550e30aab2b6c35607d034cad4b1e3bdde0a7e
603,01/03/2019,Reservation,HMY4CZR999,01/02/2019,3.0,Red Victorian - Private room -  Rainbow Room,,,USD,272.57,,8.43,20.0,15.0,40.0,ca04993d4611eb2fdb612922cbb55e48f94375233254bad8006428a0bd6a5d22
604,01/03/2019,Reservation,HMZAKMAE5J,01/02/2019,3.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,246.77,,7.63,16.0,12.0,32.0,ca04993d4611eb2fdb612922cbb55e48f94375233254bad8006428a0bd6a5d22
605,01/03/2019,Reservation,HM5SMSMRPJ,01/02/2019,1.0,"Red Victorian - Private room, Hole in the Wall",,,USD,92.15,,2.85,15.0,15.0,20.0,e9c81453c5a4b14a30b9136b0b52c913f69ecf29dfcf881548d4b1a3d56bfd77
606,01/03/2019,Reservation,HMSHMKW55D,01/02/2019,1.0,"Red Victorian - Private room 1/2 bath, Night Duty",,,USD,80.51,,2.49,15.0,10.0,20.0,ab0edd5bff9d0249f1ce968b9d414efddd6df3811f825d1c7af646ed53272f18
607,01/03/2019,Reservation,HM3ZNJSP4D,01/02/2019,4.0,"Red Victorian - Private room, Earth Charter",,,USD,275.14,,8.51,27.9,13.95,27.9,d210cbfb1f625f817f1e50f0291f43d09444bc28eb8aa33b4f487e8cfa6abc51
608,01/03/2019,Reservation,HMB2J9XNBQ,01/02/2019,7.0,Red Victorian - Bed  in shared Friends Room,,,USD,297.01,,9.19,15.0,15.0,35.0,e228f2d9ead38e7cbdecc725f3c15b3d51128b75fe27acdd7b75deca7cb16256
609,01/03/2019,Reservation,HMFQQZKSFM,01/02/2019,10.0,"Red Victorian - Private room, Playground",,,USD,634.8,,19.63,16.0,12.0,32.0,0b7a19be7c0645de007dc4f0a368dbec7567b1e7a921abe915f57594885240bc
610,01/02/2019,Payout,,,,,Transfer to *****6485,,USD,,1374.59,,,,,
611,01/02/2019,Reservation,HMNRKWZPF4,01/01/2019,3.0,"Red Victorian - Private suite w/bath, Redwood",,,USD,242.89,,7.51,16.0,12.0,32.0,0f6293010e529b6290cdd5bcd7fc717794e387027326ce618c82aeb21d8e94cc
612,01/02/2019,Reservation,HMPBDZCBKF,01/01/2019,5.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,409.55,,12.67,27.9,13.95,27.9,9c15711ad498235dc506b2068748ac47e705d17caa118da28cc750f142749375
613,01/02/2019,Reservation,HMA3QJAKS9,01/01/2019,4.0,Red Victorian - Air Bunk in shared Peacock Room,,,USD,161.99,,5.01,15.0,15.0,20.0,ad099de1387b48056e586049d9bb949c9668b73379de4255fbdb74d636bc7f78
614,01/02/2019,Reservation,HMEHEE5N8X,01/01/2019,7.0,Red Victorian - Earth Bunk in shared Peacock Room,,,USD,272.07,,8.41,15.0,15.0,20.0,7add887312ad939b08379205839deb91eafb95c8ae46e43b614d1df029091cdd
615,01/02/2019,Reservation,HMXCFXQY99,01/01/2019,1.0,"Red Victorian - Private room 1/2 bath, Night Duty",,,USD,87.3,,2.7,15.0,10.0,20.0,1a5569e61afef1bee411395218332917a9f51ad643b00ffbf8d0756847668a9e
616,01/02/2019,Reservation,HMQAWEPKA5,01/01/2019,3.0,Red Victorian - Twin Bunks in shared Friends Room,,,USD,200.79,,6.21,15.0,15.0,20.0,9de5e6f5e4548ea4f797c76f09d058b695518d17f5d1e873d328c51ccba88257
617,01/01/2019,Payout,,,,,Transfer to *****6485,,USD,,487.91,,,,,
618,01/01/2019,Reservation,HM3QBZFW48,12/31/2018,4.0,Red Victorian - Bunk #3 in shared Poster Room,,,USD,163.93,,5.07,15.0,15.0,20.0,b136a20e2e768096fbff5a2fa051fd1169d76fc3a29a3254cbde143988842fba
619,01/01/2019,Reservation,HMDKHMFX43,12/31/2018,2.0,Red Victorian - Private room -  Rainbow Room,,,USD,251.23,,7.77,20.0,15.0,40.0,d7ec38828a7b5723c491613964fac2dd22d81c691db982640fd8354f1b335be4
620,01/01/2019,Reservation,HMXKAY5YQH,12/31/2018,1.0,Red Victorian - Air Bunk in shared Peacock Room,,,USD,72.75,,2.25,15.0,15.0,20.0,8b1dc22dc6c17a75281d1ef83608224db355941901cc9b39760f605785a68c38
621,12/31/2018,Payout,,,,,Transfer to *****4871,,USD,,365.25,,,,,
622,12/31/2018,Reservation,HM2SEYSSAD,12/30/2018,3.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,62.66,,1.94,4.0,3.0,8.0,6926fda77aacbed0f20fbfb599ea47121954e035e67b352214454276e52e4e2c
623,12/31/2018,Reservation,HM49ZEW3KT,12/30/2018,4.0,"Red Victorian - Private room w bath, Sunshine",,,USD,75.85,,2.35,4.0,3.0,8.0,5f4cd09b6a0e16bf241a17902a3337162b3c65caaf9c32ea79365207ea6fb0f0
624,12/31/2018,Reservation,HMFF5JXEHE,12/30/2018,3.0,"Red Victorian - Private room, Playground",,,USD,52.19,,1.61,3.0,3.0,4.0,7ec88c29f47ac1c82f05be6ad5cd22e600c1df57d1a6c5acf1f22638482b14b2
625,12/30/2018,Reservation,HM8TQXP2ST,12/29/2018,4.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,71.97,,2.23,4.0,3.0,8.0,887f338f8a6a4137e860d42d8bf1ed55c81031f34ae3c73adf30f1430a040fda
626,12/30/2018,Reservation,HM545XYFTX,12/29/2018,7.0,"Red Victorian - Private room, Peace Room",,,USD,102.58,,3.17,6.0,4.0,3.0,c11716415dcbab45643f7cfe40440206df4d0da9bf47753b4de083ba00cc231d
627,12/31/2018,Payout,,,,,Transfer to *****7750,,USD,,105.08,,,,,
628,12/31/2018,Reservation,HMSRTBNATB,12/30/2018,6.0,"Red Victorian - Private room, Skylight",,,USD,32.66,,1.01,2.1,,3.15,3176cd2f77a8cf1fc3c41d971a43b4615dfbae6968ed818933cc374c5de3400e
629,12/31/2018,Reservation,HMSKXPDBBE,12/30/2018,2.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,15.96,,0.49,2.1,1.05,2.1,5d7ef4682a3d2da3ae971d9fde22fb33ef56069102fdbdd3a21c6d1484eb50e2
630,12/28/2018,Reservation,HMTFK5T9KF,12/27/2018,3.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,20.17,,0.62,2.1,1.05,2.1,5f3c1dcd88ff9ee56617710e3e381c303f7e12f0d26e9ae506c466450f2084f4
631,12/28/2018,Reservation,HM3R9BPEYD,12/27/2018,3.0,"Red Victorian - Private room, Skylight",,,USD,17.79,,0.55,2.1,,3.15,775dc88cb6bbe746c8935ee33718dcdb809f8df347c0fd1d8a7f13f359e7b954
632,12/24/2018,Reservation,HMACDTDQMJ,12/23/2018,3.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,16.02,,0.5,2.1,1.05,2.1,044d2c3e874e73470f0109e1b79ae6f1e5ca2464f5842b5cb69634eeb74c3c3e
633,12/18/2018,Reservation,HM4NPS9SNR,12/17/2018,10.0,"Red Victorian - Private room, Skylight",,,USD,2.48,,0.08,0.15,,0.22,2a2ef61874f0eb04499d8cb3859155a03341628df132e9b5735013b3ea211294
634,12/31/2018,Payout,,,,,Transfer to *****6485,,USD,,1822.9,,,,,
635,12/31/2018,Reservation,HMSRTBNATB,12/30/2018,6.0,"Red Victorian - Private room, Skylight",,,USD,433.91,,13.42,27.9,,41.85,3176cd2f77a8cf1fc3c41d971a43b4615dfbae6968ed818933cc374c5de3400e
636,12/31/2018,Reservation,HM2SEYSSAD,12/30/2018,3.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,250.65,,7.75,16.0,12.0,32.0,6926fda77aacbed0f20fbfb599ea47121954e035e67b352214454276e52e4e2c
637,12/31/2018,Reservation,HM49ZEW3KT,12/30/2018,4.0,"Red Victorian - Private room w bath, Sunshine",,,USD,303.42,,9.38,16.0,12.0,32.0,5f4cd09b6a0e16bf241a17902a3337162b3c65caaf9c32ea79365207ea6fb0f0
638,12/31/2018,Reservation,HMFF5JXEHE,12/30/2018,3.0,"Red Victorian - Private room, Playground",,,USD,208.74,,6.46,12.0,12.0,16.0,7ec88c29f47ac1c82f05be6ad5cd22e600c1df57d1a6c5acf1f22638482b14b2
639,12/31/2018,Reservation,HMXF94TSBX,12/30/2018,3.0,Red Victorian - Bunk #4 in shared Poster Room,,,USD,145.5,,4.5,15.0,15.0,20.0,30cd04df99ee517be33d4ceed3153b24e13b10fc90361ad62479ebc471708a9c
640,12/31/2018,Reservation,HMKFMTMP9M,12/30/2018,6.0,Red Victorian - Water Bunk in shared Peacock Room,,,USD,268.69,,8.31,15.0,15.0,20.0,a95bc125c00a1946e804e4b574f59a099400661fb63c055533b2460041639532
641,12/31/2018,Reservation,HMSKXPDBBE,12/30/2018,2.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,211.99,,6.56,27.9,13.95,27.9,5d7ef4682a3d2da3ae971d9fde22fb33ef56069102fdbdd3a21c6d1484eb50e2
642,12/30/2018,Payout,,,,,Transfer to *****6485,,USD,,1000.32,,,,,
643,12/30/2018,Reservation,HM8TQXP2ST,12/29/2018,4.0,"Red Victorian - Private room w/sink, Golden Gate",,,USD,287.9,,8.9,16.0,12.0,32.0,887f338f8a6a4137e860d42d8bf1ed55c81031f34ae3c73adf30f1430a040fda
644,12/30/2018,Reservation,HM3JBNBDHJ,12/29/2018,8.0,Red Victorian - Bunk #2 in shared Poster Room,,,USD,302.1,,9.34,15.0,15.0,20.0,966edd173402c6431eabc632909e6e276bbccaf4ed9d001df0cd8a0158aa7582
645,12/30/2018,Reservation,HM545XYFTX,12/29/2018,7.0,"Red Victorian - Private room, Peace Room",,,USD,410.32,,12.69,24.0,16.0,12.0,c11716415dcbab45643f7cfe40440206df4d0da9bf47753b4de083ba00cc231d
646,12/29/2018,Payout,,,,,Transfer to *****4871,,USD,,388.24,,,,,
647,12/29/2018,Reservation,HMHJ4332ST,12/28/2018,2.0,"Red Victorian - Private room w bath, Sunshine",,,USD,45.2,,1.4,4.0,3.0,8.0,617917f6f7492cc486e7e5a8baafc1cfbdd999327c039f6427b6e9b280c62843
648,12/29/2018,Reservation,HMJWXPWD2X,12/28/2018,5.0,"Red Victorian - Private room, Earth Charter",,,USD,30.42,,0.94,2.1,1.05,2.1,dc8ca7ceb0495827ecb3b6671e13215f8429740456b6fb234d58b9905912d2c1
649,12/29/2018,Reservation,HM2P9RY4WT,12/28/2018,9.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,142.68,,4.41,4.0,3.0,8.0,4a9e40872bc62f02870344fefba51bf614ad06413401dd66caec17b3fc6efcc2
650,12/28/2018,Reservation,HMRHRSWEB2,12/27/2018,3.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,72.36,,2.24,4.0,3.0,8.0,685bf9bb59807944d78ffeb4a8240f6038c9b9bb6171f1b47e355a7e492a7255
651,12/28/2018,Reservation,HMWWFHXD29,12/27/2018,3.0,"Red Victorian - Private room, Playground",,,USD,49.66,,1.54,4.0,3.0,8.0,b2172d38e545cf6a145503a835b89257726c3d5d5a39b639bcc63f681079b6c1
652,12/27/2018,Reservation,HMHAAQQZHZ,12/26/2018,2.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,38.41,,1.19,4.0,3.0,8.0,973df420067c6eb4a072532ac39f2d6cae2a5ee06cf0843d582928071c2b82d1
653,12/27/2018,Reservation,HMKRACQSBC,12/26/2018,2.0,"Red Victorian - Private room, Playground",,,USD,9.51,,0.07,0.0,,1.92,521529474f1ae9540b912fe7f50135ed563aba0a5bb8ebc107927e75d6f9d1ed
654,12/29/2018,Payout,,,,,Transfer to *****6485,,USD,,2151.61,,,,,
655,12/29/2018,Reservation,HM2P9RY4WT,12/28/2018,9.0,"Red Victorian - Private suite w/bath, Gigi's",,,USD,570.74,,17.65,16.0,12.0,32.0,4a9e40872bc62f02870344fefba51bf614ad06413401dd66caec17b3fc6efcc2
656,12/29/2018,Reservation,HMHJ4332ST,12/28/2018,2.0,"Red Victorian - Private room w bath, Sunshine",,,USD,180.81,,5.59,16.0,12.0,32.0,617917f6f7492cc486e7e5a8baafc1cfbdd999327c039f6427b6e9b280c62843
657,12/29/2018,Reservation,HMJWXPWD2X,12/28/2018,5.0,"Red Victorian - Private room, Earth Charter",,,USD,404.14,,12.5,27.9,13.95,27.9,dc8ca7ceb0495827ecb3b6671e13215f8429740456b6fb234d58b9905912d2c1
658,12/29/2018,Reservation,HMP9ZNDMEN,12/28/2018,2.0,Red Victorian - Private room -  Rainbow Room,,,USD,200.79,,6.21,20.0,15.0,40.0,f3c7c9aca250dd4df9b323e4fa10869e0a8580fec87ff10d0e4156901e1519f1
659,12/29/2018,Reservation,HMZWR5SFTS,12/28/2018,7.0,"Red Victorian - Private room w loftbed, Butterfly",,,USD,460.09,,14.23,35.0,20.0,20.0,ae306b8d6804ee634c6085120cc0a3668385b472407e24628c7bc73e990ca358
660,12/29/2018,Reservation,HMEKCWSECQ,12/28/2018,5.0,"Red Victorian - Private room, Hole in the Wall",,,USD,335.04,,10.36,15.0,15.0,20.0,b02637524e4f5d535ed2697d90c2cd481f1f25b0d651fb529d608f37270a3a29
661,12/28/2018,Payout,,,,,Transfer to *****6485,,USD,,2435.12,,,,,
662,12/28/2018,Reservation,HMDAEQ9DYC,12/27/2018,5.0,"Red Victorian - Private room for 3, Friends Room",,,USD,488.88,,15.12,20.0,15.0,20.0,a7b0c20470ff595ea21ff679fae63ad7fc50276be413281e5f26241eba02e33c
663,12/28/2018,Reservation,HMRHRSWEB2,12/27/2018,3.0,"Red Victorian - Private ensuite, Rose Garden",,,USD,289.45,,8.95,16.0,12.0,32.0,685bf9bb59807944d78ffeb4a8240f6038c9b9bb6171f1b47e355a7e492a7255
664,12/28/2018,Reservation,HMQ3KZB29A,12/27/2018,4.0,Red Victorian - Air Bunk in shared Peacock Room,,,USD,161.99,,5.01,15.0,15.0,20.0,5f78a650c6bf46e9135c6e5b7a8f36d6b1ef17a22fb128e06cf0c6a531fec28b
665,12/28/2018,Reservation,HMDAHMR3J4,12/27/2018,7.0,Red Victorian - Fire Bunk in shared Peacock Room,,,USD,231.19,,7.15,15.0,15.0,20.0,e8a5eb9a32c5039b619d78b385dd3227b11a703eacc846ade286447c016108c6
666,12/28/2018,Reservation,HMHZXXQXHW,12/27/2018,8.0,Red Victorian - Bunk #1 in shared Poster Room,,,USD,304.6,,9.42,15.0,15.0,20.0,fcec4706ee16cca1757024b087838585c4c151cc46c3cb442be74e3714525580
667,12/28/2018,Reservation,HMTFK5T9KF,12/27/2018,3.0,"Red Victorian - Private suite w bath, Flower Child",,,USD,267.92,,8.29,27.9,13.95,27.9,5f3c1dcd88ff9ee56617710e3e381c303f7e12f0d26e9ae506c466450f2084f4
